,inv_y,inv_yhat
165,88.0,62.94591
166,84.0,73.29359
167,78.0,63.938896
168,75.0,60.95979
169,72.0,59.47002
170,71.0,57.980133
171,70.0,57.48346
172,69.0,56.986794
173,68.0,56.49013
174,68.0,55.993427
175,68.0,55.993427
176,69.0,55.993427
177,83.0,56.49013
178,143.0,107.75981
179,103.0,124.376366
180,89.0,100.21819
181,75.0,66.42106
182,71.0,59.47002
183,72.0,64.384796
184,82.0,73.23947
185,88.0,74.801056
186,78.0,78.511604
187,74.0,60.95979
188,71.0,58.973427
189,76.0,57.48346
190,77.0,59.966618
191,70.0,60.463215
192,67.0,56.986794
193,65.0,55.496704
194,64.0,54.503246
195,63.0,58.95819
196,64.0,53.94255
197,63.0,57.339905
198,64.0,59.01037
199,63.0,55.800964
200,62.000004,53.50974
201,62.000004,53.012966
202,68.0,53.012966
203,75.0,70.62987
204,68.0,73.24542
205,64.0,56.356514
206,62.000004,54.006504
207,59.999996,53.012966
208,59.0,52.01938
209,59.0,51.52258
210,58.0,51.52258
211,58.0,51.02577
212,58.0,51.02577
213,61.000004,58.569798
214,66.0,59.218597
215,65.0,62.97234
216,64.0,63.66336
217,65.0,54.006504
218,65.0,54.503246
219,67.0,64.838554
220,63.0,59.78863
221,62.000004,53.50974
222,59.999996,60.06084
223,59.0,52.01938
224,78.0,51.52258
225,95.0,71.53416
226,65.0,72.43563
227,61.000004,54.503246
228,59.999996,55.224957
229,516.0,52.01938
230,515.0,274.10995
231,514.0,273.6402
232,511.0,273.1704
233,522.0,271.76022
234,119.99999,388.89688
235,84.0,83.978195
236,158.0,71.806595
237,139.0,138.15617
238,146.0,109.590355
239,112.0,102.00542
240,79.0,77.83317
241,70.0,61.456333
242,66.0,56.986794
243,63.0,54.99998
244,61.000004,53.50974
245,59.999996,52.516193
246,59.999996,52.01938
247,59.999996,52.01938
248,58.0,52.01938
249,57.0,51.02577
250,56.0,50.52892
251,56.0,50.032085
252,55.0,50.032085
253,55.0,49.535225
254,54.0,49.535225
255,54.0,49.03837
256,53.0,49.03837
257,52.0,48.541496
258,52.0,48.044617
259,54.0,48.044617
260,57.0,49.03837
261,54.0,50.52892
262,53.0,49.03837
263,63.0,50.02158
264,73.0,68.75841
265,58.0,58.476776
266,56.0,51.02577
267,54.0,50.032085
268,53.0,52.882603
269,54.0,48.541496
270,53.0,49.03837
271,52.0,48.541496
272,51.0,48.044617
273,51.0,47.54773
274,50.0,47.54773
275,49.0,47.050804
276,49.0,46.553886
277,49.0,46.553886
278,54.0,46.553886
279,82.0,54.914646
280,81.0,122.240456
281,65.0,70.79886
282,58.0,54.503246
283,55.0,51.02577
284,54.0,49.535225
285,53.0,49.03837
286,53.0,48.541496
287,52.0,48.541496
288,54.0,48.044617
289,78.0,49.03837
290,112.0,112.21184
291,73.0,77.83317
292,59.0,58.476776
293,56.0,51.52258
294,55.0,50.032085
295,53.0,49.535225
296,52.0,48.541496
297,51.0,48.044617
298,51.0,47.54773
299,51.0,47.54773
300,50.0,47.54773
301,50.0,47.050804
302,49.0,47.050804
303,50.0,54.646313
304,52.0,50.34841
305,50.0,48.044617
306,56.0,50.129837
307,90.0,73.30279
308,157.0,80.44582
309,546.0,344.04755
310,716.0,868.08545
311,221.0,365.59854
312,118.99999,131.72159
313,106.0,87.60918
314,109.0,85.68286
315,96.0,79.64401
316,82.0,69.895355
317,79.0,62.94591
318,101.0,84.86495
319,88.0,72.37646
320,77.0,65.92466
321,73.0,60.87332
322,70.0,58.476776
323,67.0,56.986794
324,66.0,55.496704
325,65.0,54.99998
326,65.0,54.503246
327,73.0,63.848312
328,71.0,59.525757
329,66.0,57.48346
330,67.0,54.99998
331,65.0,64.18288
332,63.0,54.503246
333,62.000004,53.50974
334,61.000004,53.012966
335,61.000004,52.516193
336,59.999996,52.516193
337,59.0,52.01938
338,59.0,51.52258
339,59.0,51.52258
340,59.0,51.52258
341,59.0,55.85021
342,59.999996,51.52258
343,61.000004,52.946224
344,63.0,53.942917
345,61.000004,53.50974
346,62.000004,58.072327
347,61.000004,53.012966
348,59.0,52.516193
349,59.0,51.52258
350,59.999996,51.52258
351,59.0,52.01938
352,59.0,51.52258
353,62.000004,51.52258
354,232.0,58.678238
355,1240.0,645.5828
356,1690.0,1410.9033
357,573.0,721.62354
358,214.0,300.69745
359,157.0,128.27359
360,130.0,100.12634
361,115.0,86.756615
362,104.0,79.320915
363,97.0,73.86489
364,92.0,70.39162
365,87.0,67.91014
366,84.0,65.42824
367,85.0,63.938896
368,108.0,74.82383
369,212.0,100.69838
370,239.0,187.95439
371,143.0,140.57773
372,116.0,93.1964
373,105.0,79.816795
374,97.0,74.93782
375,91.0,75.049995
376,86.0,67.4138
377,83.0,64.9318
378,82.0,63.442425
379,82.0,62.94591
380,83.0,67.23578
381,79.0,63.442425
382,78.0,61.456333
383,77.0,60.95979
384,77.0,60.463215
385,76.0,60.463215
386,79.0,59.966618
387,79.0,64.35206
388,75.0,61.456333
389,75.0,63.211834
390,74.0,59.47002
391,81.0,58.973427
392,143.0,93.285835
393,118.0,93.1964
394,964.0,148.91093
395,2410.0,1815.7982
396,724.0,906.4838
397,290.0,385.29156
398,226.0,175.37851
399,185.0,138.70586
400,176.0,113.96779
401,315.0,146.20712
402,360.0,238.32066
403,189.0,199.64258
404,150.0,115.94293
405,138.0,96.66209
406,127.0,90.720085
407,117.0,85.26991
408,109.0,80.312645
409,102.0,76.34521
410,94.0,72.87263
411,87.0,68.902794
412,83.0,65.42824
413,82.0,63.442425
414,80.0,62.94591
415,77.0,61.95288
416,75.0,60.463215
417,77.0,59.47002
418,128.0,60.463215
419,139.0,124.183624
420,102.0,91.215416
421,90.0,72.87263
422,83.0,66.91744
423,78.0,63.442425
424,76.0,60.95979
425,74.0,59.966618
426,194.0,58.973427
427,475.99997,242.97803
428,353.0,334.12305
429,202.0,232.71558
430,150.0,122.357994
431,123.00001,96.66209
432,108.0,83.287285
433,102.0,75.84919
434,130.0,78.51151
435,184.0,138.00967
436,135.0,122.82704
437,107.0,89.233986
438,96.0,75.35316
439,90.0,69.895355
440,86.0,66.91744
441,83.0,64.9318
442,81.0,63.442425
443,78.0,62.449413
444,142.0,60.95979
445,1060.0,243.27618
446,1230.0,916.297
447,599.0,658.11316
448,229.0,312.69702
449,165.0,135.65948
450,138.0,104.08368
451,120.99999,90.720085
452,114.0,82.29582
453,294.0,94.2945
454,209.0,167.53635
455,136.0,148.11002
456,122.00001,99.50509
457,282.0,82.79157
458,740.0,563.3737
459,651.0,429.6823
460,239.99998,336.43774
461,160.0,141.06927
462,135.0,101.61058
463,120.99999,89.233986
464,169.0,82.29582
465,305.0,208.65816
466,210.0,172.9074
467,139.0,126.30238
468,117.0,91.215416
469,103.0,80.312645
470,95.0,73.36877
471,116.0,69.39908
472,212.0,126.14123
473,286.0,127.28809
474,237.0,406.3093
475,140.0,139.59445
476,117.0,91.71071
477,111.0,82.94318
478,106.0,80.22544
479,97.0,74.857086
480,89.0,70.39162
481,97.0,66.42106
482,197.0,109.9584
483,127.0,137.43117
484,97.0,85.26991
485,88.0,70.39162
486,84.0,70.257416
487,79.0,63.938896
488,90.0,61.456333
489,115.0,88.42686
490,85.0,79.320915
491,76.0,64.43536
492,72.0,59.966618
493,70.0,57.980133
494,69.0,56.986794
495,67.0,56.49013
496,65.0,55.496704
497,64.0,54.503246
498,152.0,54.006504
499,97.0,97.652016
500,82.0,70.39162
501,77.0,69.882484
502,69.0,60.463215
503,65.0,56.49013
504,63.0,54.503246
505,62.000004,53.50974
506,61.000004,53.012966
507,59.0,52.516193
508,59.0,51.52258
509,58.0,51.52258
510,57.0,51.02577
511,56.0,50.52892
512,55.0,50.032085
513,54.0,49.535225
514,56.0,49.03837
515,55.0,50.032085
516,54.0,49.535225
517,138.0,55.309578
518,1420.0,348.77197
519,984.00006,2074.1272
520,210.0,479.01627
521,158.0,126.30238
522,326.0,193.73697
523,345.0,349.4258
524,146.0,192.37215
525,109.0,94.68186
526,94.0,76.34521
527,88.0,72.76939
528,92.0,89.83668
529,83.0,67.91014
530,77.0,63.442425
531,74.0,60.463215
532,97.0,58.973427
533,101.0,70.39162
534,118.99999,78.177345
535,109.0,115.54311
536,91.0,81.33455
537,79.0,67.4138
538,74.0,61.456333
539,73.0,58.973427
540,77.0,58.476776
541,73.0,60.463215
542,69.0,58.476776
543,68.0,56.49013
544,66.0,55.993427
545,65.0,58.262283
546,72.0,54.503246
547,178.0,57.980133
548,143.0,122.56603
549,88.0,93.1964
550,73.0,65.92466
551,68.0,58.476776
552,65.0,55.993427
553,63.0,54.503246
554,61.000004,53.50974
555,59.999996,52.516193
556,59.0,52.01938
557,59.0,51.52258
558,59.0,51.541298
559,59.0,55.91059
560,59.0,60.824303
561,57.0,51.52258
562,56.0,50.52892
563,57.0,50.032085
564,66.0,57.65382
565,77.0,81.34706
566,64.0,62.350105
567,62.000004,58.058548
568,59.0,53.012966
569,57.0,51.52258
570,56.0,50.52892
571,55.0,50.032085
572,54.0,49.535225
573,54.0,49.03837
574,57.0,54.23249
575,59.999996,64.20002
576,62.000004,61.278706
577,59.999996,53.012966
578,58.0,52.01938
579,59.999996,61.0104
580,59.0,52.01938
581,59.0,51.572598
582,62.000004,69.35032
583,59.0,57.800434
584,58.0,51.53506
585,56.0,51.02577
586,54.0,50.032085
587,62.000004,49.03837
588,59.999996,54.494934
589,55.0,61.519577
590,71.0,54.638042
591,71.0,76.78306
592,59.999996,59.86836
593,74.0,59.044674
594,74.0,74.02519
595,59.999996,58.973427
596,56.0,52.01938
597,54.0,50.032085
598,53.0,49.03837
599,52.0,48.541496
600,52.0,48.044617
601,56.0,49.01968
602,73.0,70.30403
603,55.0,58.476776
604,52.0,49.535225
605,51.0,48.044617
606,50.0,47.54773
607,50.0,47.050804
608,50.0,47.050804
609,73.0,47.050804
610,86.0,76.57653
611,73.0,75.50924
612,65.0,65.09511
613,59.0,54.503246
614,55.0,51.52258
615,53.0,49.5521
616,52.0,48.541496
617,51.0,48.044617
618,62.000004,48.87477
619,66.0,61.790573
620,62.000004,57.207993
621,55.0,53.012966
622,57.0,53.57287
623,53.0,50.52892
624,51.0,48.541496
625,50.0,47.54773
626,51.0,47.050804
627,58.0,47.663677
628,59.0,70.526695
629,56.0,58.0768
630,53.0,50.032085
631,52.0,48.541496
632,55.0,48.044617
633,94.0,61.33089
634,84.0,102.02872
635,59.0,63.938896
636,54.0,51.52258
637,52.0,49.03837
638,53.0,48.044617
639,59.999996,54.46872
640,67.0,70.12132
641,57.0,58.242947
642,54.0,50.52892
643,87.0,49.03837
644,81.0,65.42824
645,62.000004,62.449413
646,57.0,53.012966
647,59.0,50.52892
648,82.0,69.873184
649,81.0,76.59263
650,64.0,62.449413
651,58.0,54.006504
652,54.0,51.02577
653,52.0,49.03837
654,52.0,48.044617
655,51.0,48.044617
656,50.0,47.54773
657,50.0,47.050804
658,50.0,47.050804
659,50.0,47.050804
660,50.0,50.00185
661,49.0,47.050804
662,49.0,46.553886
663,49.0,46.553886
664,50.0,46.553886
665,50.0,53.32927
666,68.0,47.050804
667,1610.0,165.16602
668,5520.0,4423.5845
669,1540.0,2494.4346
670,434.0,676.4254
671,185.0,235.24738
672,145.0,113.96779
673,126.0,105.00425
674,112.0,84.774284
675,106.0,99.52053
676,99.0,74.857086
677,94.0,71.38407
678,91.0,68.902794
679,89.0,67.4138
680,115.0,66.42106
681,150.0,108.907394
682,109.0,96.66209
683,94.0,76.34521
684,88.0,68.902794
685,84.0,65.92466
686,81.0,63.938896
687,80.0,62.449413
688,79.0,61.95288
689,77.0,61.456333
690,78.0,60.463215
691,80.0,65.9541
692,86.0,70.952
693,81.0,64.9318
694,78.0,62.449413
695,78.0,60.95979
696,80.0,60.95979
697,83.0,61.95288
698,107.0,82.09143
699,91.0,75.35316
700,82.0,67.4138
701,80.0,62.94591
702,89.0,61.95288
703,686.0,103.27528
704,903.0,959.1073
705,333.0,445.9596
706,171.0,186.54413
707,137.0,107.05032
708,129.0,100.67426
709,118.99999,86.26108
710,107.0,81.304276
711,95.0,75.35316
712,89.0,69.39908
713,85.0,66.42106
714,82.0,64.43536
715,84.0,62.94591
716,84.0,73.08077
717,80.0,63.938896
718,79.0,61.95288
719,90.0,68.20946
720,96.0,86.070854
721,85.0,69.895355
722,80.0,64.43536
723,77.0,61.95288
724,76.0,60.463215
725,75.0,59.966618
726,75.0,59.47002
727,74.0,60.17184
728,73.0,58.973427
729,80.0,59.154026
730,93.0,76.1881
731,99.0,71.507095
732,160.0,114.267944
733,218.0,158.63028
734,161.0,217.32426
735,129.0,116.968185
736,116.0,86.26108
737,106.0,79.816795
738,99.0,74.857086
739,92.0,71.38407
740,112.0,67.91014
741,243.0,119.68495
742,354.0,214.73346
743,289.0,313.37103
744,174.0,165.09254
745,135.0,108.53322
746,119.99999,89.233986
747,117.0,90.50739
748,110.0,80.312645
749,199.0,76.84122
750,273.0,197.84412
751,151.0,157.26256
752,123.00001,97.15707
753,111.0,83.287285
754,102.0,77.3372
755,99.0,72.87263
756,306.0,73.21204
757,350.0,273.9903
758,404.0,327.04956
759,229.0,220.86862
760,155.0,135.65948
761,231.0,99.13671
762,597.0,357.296
763,587.0,313.54205
764,237.0,307.16916
765,176.0,139.59445
766,150.0,109.521645
767,133.0,96.66209
768,263.0,88.24312
769,1200.0,339.3786
770,969.0,645.08246
771,319.0,472.97763
772,214.0,179.73227
773,189.0,147.53423
774,154.0,115.94293
775,137.0,105.23806
776,127.0,90.22475
777,398.0,93.84609
778,1030.0,686.9154
779,695.0,561.70734
780,278.0,388.335
781,197.0,159.71098
782,161.0,119.891426
783,144.0,102.10527
784,144.0,93.69159
785,248.00002,97.95254
786,736.0,246.22484
787,463.0,374.44968
788,237.0,249.06839
789,2060.0,180.09383
790,4660.0,3851.6794
791,1570.0,1719.0822
792,690.0,753.1303
793,451.0,410.80252
794,319.0,244.73112
795,316.0,179.73227
796,306.0,225.81958
797,218.0,173.39532
798,192.0,130.24413
799,167.0,125.93786
800,146.0,105.07269
801,132.0,94.68186
802,126.0,87.747635
803,126.0,85.43858
804,124.00001,95.211716
805,333.0,83.78298
806,1380.0,464.73755
807,874.0,1128.6521
808,317.0,433.86038
809,207.0,178.75806
810,173.0,124.82353
811,163.0,108.03897
812,189.0,122.435135
813,505.99997,148.93523
814,744.0,571.2324
815,299.0,377.97372
816,188.0,169.97867
817,151.0,115.44923
818,135.0,97.15707
819,135.0,100.67975
820,125.0,89.233986
821,116.0,84.278656
822,108.0,79.816795
823,119.99999,75.84919
824,123.00001,104.47089
825,103.0,83.287285
826,96.0,73.36877
827,93.0,69.895355
828,107.0,68.40649
829,324.0,91.74175
830,342.0,456.16885
831,146.0,190.9161
832,115.0,94.68186
833,102.0,79.320915
834,163.0,72.87263
835,900.0,103.35938
836,2010.0001,1906.2455
837,834.0,809.1944
838,281.0,416.9475
839,175.0,161.17937
840,135.0,109.02744
841,113.0,89.233986
842,99.0,78.3291
843,92.0,71.38407
844,87.0,67.91014
845,82.0,65.42824
846,79.0,62.94591
847,76.0,63.863514
848,72.0,59.966618
849,162.0,57.980133
850,580.0,303.94055
851,1060.0,456.4259
852,1140.0,1176.7278
853,398.0,539.5548
854,205.0,217.98341
855,154.0,123.83744
856,196.0,98.64184
857,172.0,167.33199
858,124.00001,107.544655
859,109.0,83.78298
860,102.0,76.34521
861,97.0,72.87263
862,93.0,70.39162
863,90.0,68.40649
864,87.0,66.91744
865,85.0,65.42824
866,84.0,66.12723
867,83.0,63.938896
868,82.0,63.442425
869,88.0,62.94591
870,115.0,78.96064
871,88.0,79.320915
872,90.0,65.92466
873,194.0,71.395966
874,141.0,185.56516
875,183.0,95.35968
876,139.0,203.16472
877,109.0,91.99599
878,329.0,86.178665
879,490.0,428.63803
880,246.00002,415.40768
881,144.0,144.01764
882,118.0,93.69159
883,126.0,81.45514
884,159.0,112.71552
885,470.99997,142.30539
886,213.0,321.6825
887,125.0,127.78086
888,104.0,84.278656
889,95.0,73.86489
890,92.0,77.46654
891,100.0,68.22878
892,226.0,118.422844
893,286.0,160.65224
894,347.0,337.76996
895,166.0,193.3425
896,159.0,138.08226
897,244.00002,124.009964
898,158.0,143.03508
899,108.0,100.62112
900,94.0,75.84919
901,116.0,68.902794
902,428.0,105.82594
903,548.0,835.541
904,357.0,325.17828
905,174.0,256.7599
906,130.0,108.53322
907,110.0,86.756615
908,116.0,76.84122
909,236.0,118.95166
910,577.0,216.43709
911,795.0,631.06775
912,794.0,609.31476
913,292.0,399.78033
914,218.0,178.4167
915,167.0,172.04196
916,128.0,105.07269
917,110.0,85.76551
918,98.0,76.84122
919,93.0,70.887856
920,167.0,68.40649
921,151.0,127.49989
922,135.0,97.15707
923,354.0,141.41432
924,196.0,241.81859
925,180.0,135.63339
926,128.0,111.49805
927,135.0,97.5269
928,394.0,89.233986
929,1290.0,450.26218
930,509.99997,593.8837
931,178.0,271.2899
932,175.0,122.280846
933,129.0,109.02744
934,105.0,86.26108
935,117.0,74.36099
936,130.0,105.469666
937,110.0,86.756615
938,284.0,76.86932
939,284.0,296.96707
940,136.0,162.64725
941,120.99999,89.729385
942,95.0,82.29582
943,88.0,69.39908
944,89.0,65.92466
945,82.0,68.06098
946,88.0,63.340847
947,83.0,89.522934
948,77.0,63.442425
949,73.0,60.463215
950,72.0,58.78186
951,80.0,69.002594
952,72.0,61.95288
953,69.0,57.980133
954,141.0,56.49013
955,119.99999,170.66263
956,105.0,93.222626
957,90.0,90.60209
958,114.0,76.592606
959,81.0,78.82502
960,72.0,62.449413
961,69.0,57.980133
962,67.0,56.49013
963,65.0,55.496704
964,65.0,59.80104
965,65.0,54.503246
966,66.0,54.503246
967,61.000004,54.99998
968,61.000004,52.516193
969,59.999996,52.516193
970,59.0,52.01938
971,58.0,51.52258
972,58.0,51.02577
973,57.0,51.02577
974,57.0,50.52892
975,57.0,50.52892
976,57.0,50.52892
977,61.000004,50.52892
978,58.0,70.411255
979,57.0,51.02577
980,57.0,50.52892
981,56.0,50.52892
982,56.0,50.032085
983,55.0,50.032085
984,56.0,49.535225
985,55.0,50.032085
986,54.0,49.535225
987,55.0,52.509884
988,53.0,49.535225
989,52.0,48.541496
990,52.0,48.044617
991,52.0,48.044617
992,52.0,48.044617
993,51.0,48.044617
994,51.0,47.54773
995,50.0,47.54773
996,50.0,47.050804
997,50.0,47.050804
998,50.0,47.050804
999,49.0,47.050804
1000,50.0,46.553886
1001,52.0,47.050804
1002,56.0,58.08875
1003,55.0,50.032085
1004,53.0,49.535225
1005,52.0,48.541496
1006,52.0,48.044617
1007,50.0,48.044617
1008,50.0,47.050804
1009,48.0,47.050804
1010,48.0,46.05698
1011,48.0,46.05698
1012,48.0,46.05698
1013,48.0,46.05698
1014,48.0,46.05698
1015,48.0,46.05698
1016,48.0,46.05698
1017,48.0,46.05698
1018,48.0,46.05698
1019,50.0,46.05698
1020,67.0,47.050804
1021,85.0,120.94814
1022,57.0,64.43536
1023,54.0,50.52892
1024,52.0,49.03837
1025,52.0,48.044617
1026,51.0,48.044617
1027,51.0,47.54773
1028,51.0,47.54773
1029,52.0,48.87477
1030,55.0,48.044617
1031,59.999996,69.24534
1032,62.000004,68.723946
1033,59.999996,65.901245
1034,55.0,52.01938
1035,54.0,49.535225
1036,54.0,49.03837
1037,54.0,49.03837
1038,55.0,49.03837
1039,55.0,53.16569
1040,59.999996,61.578156
1041,53.0,52.01938
1042,52.0,48.541496
1043,52.0,48.044617
1044,55.0,50.09861
1045,54.0,49.535225
1046,53.0,49.03837
1047,53.0,48.541496
1048,54.0,48.541496
1049,73.0,49.65014
1050,239.99998,143.84276
1051,188.0,290.15997
1052,91.0,115.474945
1053,74.0,67.4138
1054,68.0,59.46803
1055,65.0,55.993427
1056,67.0,54.503246
1057,71.0,66.57159
1058,126.0,57.48346
1059,211.0,84.774284
1060,118.99999,303.41534
1061,88.0,81.304276
1062,77.0,65.92466
1063,74.0,60.463215
1064,72.0,58.973427
1065,69.0,57.980133
1066,139.0,56.49013
1067,243.0,188.3913
1068,128.0,142.5437
1069,97.0,85.76551
1070,86.0,70.39162
1071,85.0,67.85492
1072,83.0,71.31716
1073,78.0,63.442425
1074,75.0,60.95979
1075,85.0,59.47002
1076,123.00001,99.04541
1077,103.0,83.287285
1078,90.0,77.10574
1079,82.0,66.91744
1080,77.0,62.94591
1081,75.0,60.463215
1082,73.0,59.47002
1083,72.0,58.476776
1084,70.0,57.980133
1085,70.0,56.986794
1086,69.0,56.986794
1087,68.0,56.49013
1088,71.0,55.993427
1089,89.0,79.01446
1090,97.0,76.315506
1091,186.0,83.81987
1092,213.0,213.27036
1093,129.0,127.78086
1094,222.0,86.26108
1095,292.0,254.99669
1096,169.0,166.559
1097,132.0,109.62176
1098,112.0,87.747635
1099,98.0,77.83317
1100,91.0,70.887856
1101,86.0,67.4138
1102,84.0,64.9318
1103,304.0,63.938896
1104,843.0,616.9505
1105,2700.0,474.9039
1106,3810.0,4670.7173
1107,1210.0,1289.6812
1108,467.0,565.3764
1109,259.0,250.9683
1110,832.0,150.3996
1111,2750.0,1556.3926
1112,2020.0001,1376.1492
1113,1000.0,1001.6697
1114,922.0,788.0334
1115,624.0,465.2142
1116,333.0,324.1548
1117,249.0,186.54413
1118,208.0,145.49113
1119,180.0,125.31654
1120,375.0,111.49805
1121,1340.0,782.6492
1122,1030.0,716.4475
1123,400.0,497.29773
1124,317.0,218.94548
1125,993.0,276.25284
1126,1160.0,923.10535
1127,539.0,547.0169
1128,294.0,284.88324
1129,230.0,167.53635
1130,192.0,136.1515
1131,177.0,117.42392
1132,167.0,126.909065
1133,148.0,110.01468
1134,131.0,95.672035
1135,116.0,87.252144
1136,108.0,79.816795
1137,103.0,75.84919
1138,98.0,73.36877
1139,94.0,70.887856
1140,331.0,68.902794
1141,633.0,473.06833
1142,368.0,328.25983
1143,192.0,203.5133
1144,160.0,117.42392
1145,332.0,101.61058
1146,724.0,377.10187
1147,995.0,667.0329
1148,503.0,483.4207
1149,250.0,267.99493
1150,201.0,152.0661
1151,263.0,121.86476
1152,551.0,287.03955
1153,430.0,290.48022
1154,229.0,233.33485
1155,206.0,135.65948
1156,472.0,124.33051
1157,724.0,509.8541
1158,340.0,369.146
1159,209.0,189.94507
1160,166.0,125.80946
1161,145.0,104.57821
1162,139.0,94.186745
1163,135.0,93.59686
1164,299.0,97.862045
1165,3980.0,503.40085
1166,2250.0,4303.2715
1167,721.0,868.80347
1168,308.0,367.81662
1169,226.0,174.37093
1170,189.0,134.18312
1171,165.0,115.94293
1172,149.0,104.08368
1173,143.0,96.16708
1174,1090.0,93.1964
1175,2190.0,2073.774
1176,850.0,1034.2927
1177,364.0,509.901
1178,257.0,201.5785
1179,210.0,149.41833
1180,172.0,126.30238
1181,145.0,107.544655
1182,136.0,94.186745
1183,131.0,89.729385
1184,125.0,87.252144
1185,119.99999,84.278656
1186,116.0,81.80006
1187,111.0,79.816795
1188,107.0,77.3372
1189,104.0,76.95628
1190,101.0,95.142006
1191,98.0,72.37646
1192,95.0,82.75219
1193,92.0,69.39908
1194,89.0,67.91014
1195,85.0,66.42106
1196,82.0,64.43536
1197,79.0,63.3608
1198,76.0,61.456333
1199,72.0,59.966618
1200,70.0,57.980133
1201,69.0,56.986794
1202,69.0,56.49013
1203,70.0,58.299225
1204,69.0,56.986794
1205,68.0,56.49013
1206,78.0,55.993427
1207,88.0,90.15897
1208,76.0,73.19603
1209,70.0,59.966618
1210,67.0,56.986794
1211,64.0,55.496704
1212,62.000004,54.006504
1213,62.000004,53.012966
1214,61.000004,53.012966
1215,59.999996,52.516193
1216,112.0,52.01938
1217,358.0,301.08603
1218,354.0,412.63235
1219,190.0,219.8995
1220,126.0,116.43664
1221,102.0,84.774284
1222,92.0,72.87263
1223,85.0,67.91014
1224,80.0,64.43536
1225,78.0,61.95288
1226,77.0,60.95979
1227,74.0,60.463215
1228,72.0,58.973427
1229,71.0,57.980133
1230,69.0,57.48346
1231,68.0,56.49013
1232,67.0,55.993427
1233,66.0,55.496704
